tweet_id,timestamp,rating,favourites,retweets,breed,confidence,name,dog_stage,source,text
886736880519319552,2017-07-16 23:58:41,13,10874,2777,kuvasz,0.309706,Mingus,not stated,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b"
886680336477933568,2017-07-16 20:14:00,13,20466,3918,none,0.0,Derek,not stated,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA
886366144734445568,2017-07-15 23:25:31,12,19204,2764,french_bulldog,0.999201,Roscoe,pupper,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox
886258384151887873,2017-07-15 16:17:19,13,25458,5528,pug,0.943575,Waffles,not stated,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O
885984800019947520,2017-07-14 22:10:11,12,29634,5868,blenheim_spaniel,0.972494,Jimbo,not stated,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1
885528943205470208,2017-07-13 15:58:47,13,32709,5583,pug,0.369275,Maisey,not stated,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF
885518971528720385,2017-07-13 15:19:09,14,18637,3265,,,None,not stated,Twitter for iPhone,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk
885167619883638784,2017-07-12 16:03:00,13,19924,3826,malamute,0.8124819999999999,None,not stated,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf
884925521741709313,2017-07-12 00:01:00,12,69926,15784,italian_greyhound,0.259916,Earl,not stated,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa"
884876753390489601,2017-07-11 20:47:12,13,25301,4888,chow,0.822103,Lola,not stated,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO
884562892145688576,2017-07-11 00:00:02,13,22116,4106,pug,0.5464060000000001,Kevin,not stated,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5
884441805382717440,2017-07-10 15:58:53,14,24692,4981,pembroke,0.993225,None,not stated,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC"
884247878851493888,2017-07-10 03:08:17,13,65872,17758,,,None,not stated,Twitter for iPhone,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj
884162670584377345,2017-07-09 21:29:42,12,18563,2616,german_shepherd,0.707046,Yogi,doggo,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ
883838122936631299,2017-07-09 00:00:04,12,19886,2988,doberman,0.610946,Noah,not stated,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY
883482846933004288,2017-07-08 00:28:19,5,41685,8639,golden_retriever,0.943082,Bella,not stated,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948"
883360690899218434,2017-07-07 16:22:55,13,20637,3220,chow,0.987997,Grizzwald,floofer,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP
883117836046086144,2017-07-07 00:17:54,13,33727,5798,golden_retriever,0.949562,None,not stated,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E"
882992080364220416,2017-07-06 15:58:11,13,21733,3391,eskimo_dog,0.466778,Rusty,not stated,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj
882762694511734784,2017-07-06 00:46:41,12,25689,4272,labrador_retriever,0.85005,Gus,pupper,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu
882627270321602560,2017-07-05 15:48:34,13,25508,5297,pembroke,0.542982,Stanley,not stated,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94
882268110199369728,2017-07-04 16:01:23,13,40727,10122,golden_retriever,0.762211,Alfy,not stated,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA
882045870035918850,2017-07-04 01:18:17,13,26674,4251,golden_retriever,0.00694063,Koko,not stated,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w"
881906580714921986,2017-07-03 16:04:48,12,22176,2976,weimaraner,0.291539,Rey,not stated,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ
881666595344535552,2017-07-03 00:11:11,13,46121,9339,saluki,0.529012,Gary,not stated,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s
881536004380872706,2017-07-02 15:32:16,14,45020,14011,samoyed,0.281463,None,pupper,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF"
881268444196462592,2017-07-01 21:49:04,12,21207,4651,none,0.0,Elliot,not stated,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC
880935762899988482,2017-06-30 23:47:07,13,15574,2445,none,0.0,Louis,not stated,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt
880465832366813184,2017-06-29 16:39:47,12,25888,5440,golden_retriever,0.913255,Bella,not stated,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw
880221127280381952,2017-06-29 00:27:25,12,24517,3634,chihuahua,0.238525,Jesse,not stated,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK
880095782870896641,2017-06-28 16:09:20,11,25164,3810,miniature_pinscher,0.120298,None,not stated,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4
879862464715927552,2017-06-28 00:42:13,13,20382,3048,basset,0.813507,Romeo,not stated,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9
879492040517615616,2017-06-27 00:10:17,12,21409,2772,german_short-haired_pointer,0.479896,Bailey,not stated,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8
879415818425184262,2017-06-26 19:07:24,13,96215,39094,english_springer,0.383404,Duddles,not stated,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY
879376492567855104,2017-06-26 16:31:08,12,15364,2744,labrador_retriever,0.0334961,Jack,not stated,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa
879050749262655488,2017-06-25 18:56:45,11,20546,4130,none,0.0,Steven,not stated,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD
879008229531029506,2017-06-25 16:07:47,13,17341,2349,vizsla,0.960513,Beau,not stated,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN
878776093423087618,2017-06-25 00:45:22,13,17683,3601,italian_greyhound,0.734684,Snoopy,puppo,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS
878604707211726852,2017-06-24 13:24:20,13,27400,6197,,,None,not stated,Twitter for iPhone,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa
878281511006478336,2017-06-23 16:00:04,13,7036,1118,basset,0.32042,Shadow,not stated,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6"
878057613040115712,2017-06-23 01:10:23,14,38387,5980,french_bulldog,0.839097,Emmy,not stated,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe
877736472329191424,2017-06-22 03:54:17,13,72055,16607,chesapeake_bay_retriever,0.8379559999999999,Aja,not stated,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r
877556246731214848,2017-06-21 15:58:08,12,20690,3328,basset,0.995368,Penny,not stated,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP
877316821321428993,2017-06-21 00:06:44,13,25029,4573,saluki,0.5099670000000001,Dante,not stated,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc"
877201837425926144,2017-06-20 16:29:50,12,24702,4877,pembroke,0.93112,Nelly,not stated,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y
876838120628539392,2017-06-19 16:24:33,12,18887,2928,bloodhound,0.575751,Ginger,pupper,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6
876537666061221889,2017-06-18 20:30:39,14,21713,4130,,,None,not stated,Twitter for iPhone,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu
876484053909872640,2017-06-18 16:57:37,13,17158,2084,golden_retriever,0.874566,Benedict,not stated,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs
876120275196170240,2017-06-17 16:52:05,13,25572,4091,bernese_mountain_dog,0.534327,Venti,not stated,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek"
875747767867523072,2017-06-16 16:11:53,13,22944,3754,labrador_retriever,0.799551,Goose,not stated,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN"
875144289856114688,2017-06-15 00:13:52,13,20029,4307,siberian_husky,0.245048,Nugget,not stated,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj
875097192612077568,2017-06-14 21:06:43,13,25093,5357,,,None,not stated,Twitter for iPhone,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone https://t.co/PFp4MghzBW
875021211251597312,2017-06-14 16:04:48,12,23347,4155,west_highland_white_terrier,0.7143189999999999,None,not stated,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW
874680097055178752,2017-06-13 17:29:20,12,25446,4084,labrador_retriever,0.836052,Cash,not stated,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD
874296783580663808,2017-06-12 16:06:11,13,23839,3638,cocker_spaniel,0.437216,Jed,pupper,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm
874012996292530176,2017-06-11 21:18:31,13,31223,9005,cardigan,0.806674,Sebastian,puppo,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V"
873580283840344065,2017-06-10 16:39:04,13,22184,3471,newfoundland,0.678537,None,not stated,Twitter for iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n"
873213775632977920,2017-06-09 16:22:42,12,6552,1394,vizsla,0.6197819999999999,Sierra,pupper,Twitter for iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ"
872967104147763200,2017-06-09 00:02:31,12,24938,4773,labrador_retriever,0.476913,None,doggo,Twitter for iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR
872820683541237760,2017-06-08 14:20:41,13,13522,3294,pug,0.99912,None,not stated,Twitter for iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5"
872620804844003328,2017-06-08 01:06:27,13,19003,3217,cocker_spaniel,0.513191,Monkey,not stated,Twitter for iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9
872486979161796608,2017-06-07 16:14:40,12,37356,8051,pembroke,0.931861,None,not stated,Twitter for iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ
872261713294495745,2017-06-07 01:19:32,13,,,labrador_retriever,0.972019,Harry,not stated,Twitter for iPhone,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa
872122724285648897,2017-06-06 16:07:15,12,31378,7174,pug,0.06673630000000001,Kody,not stated,Twitter for iPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN
871879754684805121,2017-06-06 00:01:46,13,34373,9673,shetland_sheepdog,0.969171,Lassie,not stated,Twitter for iPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w
871762521631449091,2017-06-05 16:15:56,12,18539,3081,labrador_retriever,0.921393,Rover,pupper,Twitter for iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg
871515927908634625,2017-06-04 23:56:03,12,18518,3072,komondor,0.974781,Napolean,doggo,Twitter for iPhone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw
871102520638267392,2017-06-03 20:33:19,14,19202,4888,,,None,doggo,Twitter for iPhone,Never doubt a doggo 14/10 https://t.co/AbBLh2FZCH
871032628920680449,2017-06-03 15:55:36,13,20888,3377,kelpie,0.3980530000000001,Boomer,not stated,Twitter for iPhone,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo"
870804317367881728,2017-06-03 00:48:22,11,30892,5482,none,0.0,None,not stated,Twitter for iPhone,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 https://t.co/GCD1JccCyi
870656317836468226,2017-06-02 15:00:16,13,11289,2310,pembroke,0.945495,Cody,not stated,Twitter for iPhone,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4"
870374049280663552,2017-06-01 20:18:38,13,76524,23713,golden_retriever,0.841001,Zoey,not stated,Twitter for iPhone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm
870308999962521604,2017-06-01 16:00:09,13,20153,3686,greater_swiss_mountain_dog,0.6227520000000001,Rumble,not stated,Twitter for iPhone,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9"
870063196459192321,2017-05-31 23:43:25,14,33560,7397,none,0.0,Clifford,not stated,Twitter for iPhone,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride https://t.co/apVOyDgOju
869772420881756160,2017-05-31 04:27:59,13,39235,9057,pembroke,0.980148,Dewey,not stated,Twitter for iPhone,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D"
869702957897576449,2017-05-30 23:51:58,13,25936,5605,pembroke,0.993449,Stanley,not stated,Twitter for iPhone,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq
869596645499047938,2017-05-30 16:49:31,12,14709,2769,chihuahua,0.955156,Scout,doggo,Twitter for iPhone,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo
869227993411051520,2017-05-29 16:24:37,13,18791,3351,pembroke,0.664181,Gizmo,not stated,Twitter for iPhone,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ
868880397819494401,2017-05-28 17:23:24,14,60110,12835,french_bulldog,0.0999839,Walter,not stated,Twitter for iPhone,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF
868622495443632128,2017-05-28 00:18:35,13,24490,4715,labrador_retriever,0.868107,None,not stated,Twitter for iPhone,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM
868552278524837888,2017-05-27 19:39:34,12,9289,1836,whippet,0.378151,Cooper,not stated,Twitter for iPhone,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi"
867774946302451713,2017-05-25 16:10:44,13,31355,6559,border_collie,0.661953,Harold,not stated,Twitter for iPhone,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa
867421006826221569,2017-05-24 16:44:18,12,14823,2228,eskimo_dog,0.6164569999999999,Shikha,puppo,Twitter for iPhone,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go
866720684873056260,2017-05-22 18:21:28,13,18451,4309,,,None,not stated,Twitter for iPhone,He was providing for his family 13/10 how dare you https://t.co/Q8mVwWN3f4
866686824827068416,2017-05-22 16:06:55,12,17776,3101,flat-coated_retriever,0.51473,Lili,not stated,Twitter for iPhone,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z
866450705531457537,2017-05-22 00:28:40,13,112832,31637,french_bulldog,0.905334,Jamesy,pupper,Twitter for iPhone,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr"
866334964761202691,2017-05-21 16:48:45,12,48325,12792,samoyed,0.984086,Coco,not stated,Twitter for iPhone,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c
865718153858494464,2017-05-19 23:57:46,13,23784,5063,golden_retriever,0.673664,Boomer,not stated,Twitter for iPhone,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg"
865359393868664832,2017-05-19 00:12:11,13,24474,4499,chesapeake_bay_retriever,0.832435,Sammy,not stated,Twitter for iPhone,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc
865006731092295680,2017-05-18 00:50:50,13,25934,6962,pembroke,0.989882,Nelly,not stated,Twitter for iPhone,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o
